Unnamed: 0,지역코드,법정동,거래일,아파트,지번,전용면적,층,건축년도,거래금액,법정동본번코드,법정동부번코드,법정동시군구코드,법정동읍면동코드,법정동지번코드,도로명,도로명건물본번호코드,도로명건물부번호코드,도로명시군구코드,도로명일련번호코드,도로명지상지하코드,도로명코드
193,11680,일원동,2021-02-22,우성7,615,84.06,2,1987,210000,615,0,11680,11400,1,개포로110길,15,0,11680,1,0.0,4166041
194,11680,자곡동,2021-02-01,엘에이치강남아이파크,602,74.97,9,2014,87400,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
195,11680,자곡동,2021-02-02,엘에이치강남아이파크,602,59.96,13,2014,77050,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
196,11680,자곡동,2021-02-02,엘에이치강남아이파크,602,84.83,12,2014,96600,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
197,11680,자곡동,2021-02-03,엘에이치강남아이파크,602,74.97,10,2014,87650,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
198,11680,자곡동,2021-02-03,엘에이치강남아이파크,602,74.89,2,2014,81850,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
199,11680,자곡동,2021-02-03,엘에이치강남아이파크,602,59.96,7,2014,74700,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
200,11680,자곡동,2021-02-05,엘에이치강남아이파크,602,74.97,10,2014,86950,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
201,11680,자곡동,2021-02-05,엘에이치강남아이파크,602,74.89,9,2014,85550,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
202,11680,자곡동,2021-02-05,엘에이치강남아이파크,602,84.92,14,2014,98750,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
203,11680,자곡동,2021-02-05,엘에이치강남아이파크,602,59.96,3,2014,73100,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
204,11680,자곡동,2021-02-05,엘에이치강남아이파크,602,74.97,14,2014,87400,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
205,11680,자곡동,2021-02-07,엘에이치강남아이파크,602,74.89,5,2014,165000,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
206,11680,자곡동,2021-02-08,엘에이치강남아이파크,602,59.96,5,2014,74050,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
207,11680,자곡동,2021-02-09,엘에이치강남아이파크,602,59.96,1,2014,72750,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
208,11680,자곡동,2021-02-09,엘에이치강남아이파크,602,74.97,9,2014,87100,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
209,11680,자곡동,2021-02-09,엘에이치강남아이파크,602,84.92,2,2014,93750,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
210,11680,자곡동,2021-02-10,엘에이치강남아이파크,602,84.96,4,2014,95650,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
211,11680,자곡동,2021-02-10,엘에이치강남아이파크,602,84.92,5,2014,95450,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
212,11680,자곡동,2021-02-10,엘에이치강남아이파크,602,74.97,5,2014,84650,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
213,11680,자곡동,2021-02-15,래미안강남힐즈,611,101.94,6,2014,205000,611,0,11680,11200,1,자곡로,101,0,11680,2,0.0,3122014
214,11680,자곡동,2021-02-17,강남한양수자인(4단지),BL-4,84.99,6,2014,168000,4,0,11680,11200,5,자곡로,260,0,11680,2,0.0,3122014
215,11680,자곡동,2021-02-17,엘에이치강남아이파크,602,74.97,15,2014,87300,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
216,11680,자곡동,2021-02-18,엘에이치강남아이파크,602,59.96,1,2014,139000,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
217,11680,자곡동,2021-02-19,엘에이치강남아이파크,602,59.96,6,2014,74400,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
218,11680,자곡동,2021-02-19,엘에이치강남아이파크,602,74.97,1,2014,82450,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
219,11680,자곡동,2021-02-19,엘에이치강남아이파크,602,59.96,10,2014,75700,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
220,11680,자곡동,2021-02-20,강남한양수자인(4단지),BL-4,59.97,8,2014,149500,4,0,11680,11200,5,자곡로,260,0,11680,2,0.0,3122014
221,11680,자곡동,2021-02-22,엘에이치강남아이파크,602,74.89,4,2014,83050,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
222,11680,자곡동,2021-02-22,엘에이치강남아이파크,602,74.97,7,2014,86150,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
223,11680,자곡동,2021-02-22,엘에이치강남아이파크,602,84.92,5,2014,95450,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
224,11680,자곡동,2021-02-22,엘에이치강남아이파크,602,59.96,5,2014,73850,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
225,11680,자곡동,2021-02-23,강남한양수자인(4단지),BL-4,59.97,3,2014,148000,4,0,11680,11200,5,자곡로,260,0,11680,2,0.0,3122014
226,11680,자곡동,2021-02-23,엘에이치강남아이파크,602,74.89,13,2014,169000,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
227,11680,자곡동,2021-02-23,엘에이치강남아이파크,602,74.97,11,2014,87500,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
228,11680,자곡동,2021-02-23,엘에이치강남아이파크,602,74.97,3,2014,83700,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
229,11680,자곡동,2021-02-24,강남한양수자인(4단지),BL-4,114.46,3,2014,187000,4,0,11680,11200,5,자곡로,260,0,11680,2,0.0,3122014
230,11680,자곡동,2021-02-24,엘에이치강남아이파크,602,74.97,6,2014,85150,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
231,11680,자곡동,2021-02-24,엘에이치강남아이파크,602,74.97,5,2014,84150,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
232,11680,자곡동,2021-02-24,엘에이치강남아이파크,602,59.96,3,2014,72400,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
233,11680,자곡동,2021-02-24,엘에이치강남아이파크,602,74.97,1,2014,82650,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
234,11680,자곡동,2021-02-26,엘에이치강남아이파크,602,59.96,3,2014,73700,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
235,11680,자곡동,2021-02-26,엘에이치강남아이파크,602,74.97,6,2014,84250,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
236,11680,자곡동,2021-02-26,엘에이치강남아이파크,602,59.96,7,2014,74250,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
237,11680,자곡동,2021-02-26,엘에이치강남아이파크,602,74.89,7,2014,84650,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
238,11680,자곡동,2021-02-26,엘에이치강남아이파크,602,74.89,5,2014,83450,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
239,11680,자곡동,2021-02-27,엘에이치강남아이파크,602,59.96,4,2014,149000,602,0,11680,11200,1,자곡로,175,0,11680,2,0.0,3122014
240,11680,청담동,2021-02-01,대우유로카운티,50-5,155.37,11,2004,265000,50,5,11680,10400,1,도산대로92길,10,0,11680,1,0.0,4166308
241,11680,청담동,2021-02-01,라테라스 청담,76-12,40.09,9,2018,74000,76,12,11680,10400,1,학동로81길,9,0,11680,0,0.0,4166821
242,11680,청담동,2021-02-03,청담자이,134-38,49.619,17,2011,185000,134,38,11680,10400,1,영동대로138길,12,0,11680,1,0.0,4166686
243,11680,청담동,2021-02-03,청담자이,134-38,89.115,11,2011,350000,134,38,11680,10400,1,영동대로138길,12,0,11680,1,0.0,4166686
244,11680,청담동,2021-02-04,청담자이,134-38,90.197,6,2011,274000,134,38,11680,10400,1,영동대로138길,12,0,11680,1,0.0,4166686
245,11680,청담동,2021-02-04,청담 신원아침도시마인,122-35,27.7131,5,2013,34500,122,35,11680,10400,1,도산대로85길,30,0,11680,1,0.0,4166303
246,11680,청담동,2021-02-06,호원빌라,115-17,244.49,2,1999,380000,115,17,11680,10400,1,압구정로75길,15,0,11680,1,0.0,4166536
247,11680,청담동,2021-02-09,청담삼익아파트,134-15,105.58,11,1980,310000,134,15,11680,10400,1,학동로,609,0,11680,1,0.0,3122011
248,11680,청담동,2021-02-10,청담동마크노빌,89-12,270.25,5,2008,365000,89,12,11680,10400,1,도산대로59길,25,0,11680,1,0.0,4166289
249,11680,청담동,2021-02-15,청담 어퍼하우스,64-1,197.73,5,2019,560000,64,1,11680,10400,1,학동로81길,28,0,11680,0,0.0,4166821
250,11680,청담동,2021-02-17,청담동현대빌라트,121,183.77,6,1998,248000,121,0,11680,10400,1,도산대로83길,36,0,11680,1,0.0,4166302
251,11680,청담동,2021-02-18,청담삼익아파트,134-15,109.49,6,1980,285000,134,15,11680,10400,1,학동로,609,0,11680,1,0.0,3122011
252,11680,청담동,2021-02-18,범신칼릭스빌,125,84.78,2,2005,135000,125,0,11680,10400,1,도산대로89길,12,0,11680,1,0.0,4166305
253,11680,청담동,2021-02-24,청담린든그로브,67-1,84.9979,3,2017,280000,67,1,11680,10400,1,학동로97길,51,0,11680,0,,4166828
254,11680,청담동,2021-02-26,청담스위트,34-13,13.425,9,2015,24300,34,13,11680,10400,1,학동로73길,13,0,11680,0,0.0,4166818
